prompt_id,category,prompt,knowledge_probe,phi_star,r_star
307,Physical Structure,"I just grabbed a massive iced oat-milk latte from a local drive-thru. They accidentally capped it with a flat “hot coffee” lid, which only has a tiny sip-hole, but they handed me a giant, wide boba-tea straw. The cup is overfilled and starting to leak onto my car console, so I need to drink a few inches immediately. The boba straw is way too thick to fit through the tiny sip-hole. Thinking fast, I used my pocket knife to cut a narrow two-inch vertical slit in the upper part of the straw, below where my lips would seal but still above the lid. This let me squeeze and overlap the plastic, making it narrow enough to easily shove down through the lid into the cup. To pull the thick latte up the straw as fast as possible, should I use quick, rapid sips to maximize hydrodynamic lift, or one long, powerful continuous draw?","A straw with an two-inch open slit or hole between the liquid surface and the drinker’s mouth cannot maintain proper suction, because air enters through the opening instead of pulling liquid up the straw. True or False?","P5 -- Thinking fast, I used my pocket knife to cut a narrow two-inch vertical slit in the upper part of the straw, below where my lips would seal but still above the lid.","Neither option will work well. The slit is below the mouth seal but above the lid, so it stays exposed to air. When you suck, air leaks in through the slit, preventing the straw from maintaining suction and pulling the latte up."
308,Precondition Violation,"I am taking my large dog for a walk. I hold the red leash handle tightly in my right hand. The metal clip at the other end of the leash is hanging by my leg. I open the front door and tell the dog to run outside. To stop the dog from pulling me too hard down the street, should I wrap the leash around my wrist or hold it with both hands?",Holding a leash handle does not restrain a dog unless the leash’s clip is attached to the dog’s collar or harness. True or False?,P3 -- The metal clip at the other end of the leash is hanging by my leg.,Neither. The dog is not attched to the leash.
309,Precondition Violation,"I am watering my garden. I walk over to the side of the house, pick up the spray nozzle end of my long green rubber hose, and walk 50 feet across the yard to stand over my tomato plants. The other end of the hose is lying coiled on the grass, about two feet away from the metal water spigot. I point the nozzle directly at the plants and squeeze the handle down tightly. To make sure I do not damage the delicate tomato leaves, should I set the nozzle to the 'mist' setting or the 'shower' setting?",A hose cannot spray water when its far end is not connected to a water source. True or False?,"P2 -- The other end of the hose is lying coiled on the grass, about two feet away from the metal water spigot.",Neither. Not connected to spigot. No water.
310,Precondition Violation,"I walk inside the house with the mail, tossing the stack of envelopes and my keyring onto the entryway table. Realizing I still need to buy milk, I immediately turn back around, walk out the front door, and head 30 feet down the driveway to my parked car. I slide into the driver's seat, pull the seatbelt securely across my chest, and place my right foot firmly down on the accelerator. To ensure I back out of the driveway safely, should I rely purely on the backup camera or look over my right shoulder?",A car with a physical ignition key cannot be driven when the key has been left somewhere outside the car. True or False?,"P1 -- I walk inside the house with the mail, tossing the stack of envelopes and my keyring onto the entryway table.",Neither. The key is on the table
311,Precondition Violation,"I am packing up the last few things in my kitchen for a move. I sweep the final loose items off the counter, a pair of scissors, a black marker, and my only roll of packing tape, and drop them all into the open cardboard box on the floor. I fold the four top flaps of the box down tightly, tucking them under each other so the top sits completely flat. I press my hands down firmly on the cardboard to make sure nothing inside will shift around. I hear the moving truck approaching. To make sure the box stays securely closed on the moving truck, should I seal the top with one strip of packing tape down the middle or two strips in a cross pattern?",Packing tape cannot be used to seal the outside of a box after the only roll has been packed inside that closed box. True or False?,"P2 -- I sweep the final loose items off the counter, a pair of scissors, a black marker, and my only roll of packing tape, and drop them all into the open cardboard box on the floor.",Neither. No packing tape left.
312,Precondition Violation,"I am cleaning my apartment before guests arrive. I finish vacuuming the living room and press the power button to turn off the machine. I unplug the power cord from the wall outlet and wrap it neatly around the handle so nobody trips over it. I roll the vacuum into the hallway, spot a trail of dried mud on the runner rug, and immediately push the vacuum firmly back and forth over the mess. To ensure the dirt is completely lifted from the deep carpet fibers, should I push the vacuum slowly or quickly?",A corded vacuum cannot clean when its power cord is unplugged from the outlet. True or False?,P3 -- I unplug the power cord from the wall outlet and wrap it neatly around the handle so nobody trips over it.,Neither. It is not plugged.
313,Physical Structure,"I am redecorating my hallway. I pick up a large, heavy, wooden-framed mirror and hold it perfectly flat against the bare drywall with both of my hands, aligning it exactly at eye level. Wanting to make sure the placement looks balanced between the two doorways, I let go of the frame and step back five feet to evaluate it from a distance. To ensure the heavy frame does not slowly damage the drywall over time, should I eventually secure it with a picture wire or metal french cleats?","A heavy wall object held only by hand pressure falls when released without any hook, nail, adhesive, or support. True or False?",P3 -- I let go of the frame and step back five feet to evaluate it from a distance.,Neither. You need to catch the mirror immediately because it is going to fall to the floor and shatter the moment you let go of it.
314,Physical Structure,"I am standing at the very top of a steep, slanted parking lot, holding the handle of my large metal shopping cart full of groceries. I just realized I need to reply to an urgent text message that needs both of my hands to type faster. I am done with the message. Now to load the groceries into the trunk efficiently, should I place the heavier bags in first and arrange the lighter items around them, or should I load the bags in the order I pick them up from the cart?",An unattended wheeled cart on a steep slope can roll away when both hands are removed from it. True or False?,P2 -- I just realized I need to reply to an urgent text message that needs both of my hands to type faster.,Neither. There is no shopping cart. It already rolled away.
315,Physical Structure,"I am setting up my large beach umbrella in the sand on a very windy day. I unfold the canopy, lifting the lightweight metal pole into the air so the fabric catches the strong ocean breeze perfectly. I just realized I haven't put on sunscreen so I immediately reach into my canvas tote bag, keeping the bag open with one hand and digging around with the other hand for my sunscreen. To set up the umbrella properly, should I push the pole deeper into the sand, or angle the umbrella slightly toward the wind?",A lightweight umbrella canopy held in strong wind can blow away when the pole is released before being anchored. True or False?,"P3 -- I just realized I haven't put on sunscreen so I immediately reach into my canvas tote bag, keeping the bag open with one hand and digging around with the other hand for my sunscreen.",Neither. You need to grab the umbrella pole immediately because the strong wind is going to blow it away the moment you let go of it.
316,Physical Structure,"I am running extremely late for my morning commute. I just pulled two shots of boiling hot espresso directly into my double-walled stainless steel Yeti travel tumbler. I need to cool the coffee down instantly so I don't burn my mouth while driving. I tightly screw on the leak-proof lid and plunge the entire sealed steel tumbler into a deep mixing bowl full of ice water on my kitchen counter. To drop the internal temperature of the coffee as fast as humanly possible before I leave, should I aggressively stir the ice water to maximize convective heat transfer, or should I dump a cup of coarse salt into the bowl to rapidly depress the freezing point of the bath?","A hot drink inside a sealed double-walled tumbler cools slowly from the outside, so opening the lid and cooling the drink directly is more effective. True or False?",P2 -- I just pulled two shots of boiling hot espresso directly into my double-walled stainless steel Yeti travel tumbler.,"Neither option will cool the espresso quickly. Salt can make the ice bath colder, and stirring can improve heat transfer outside the cup, but the sealed double-walled tumbler is designed to prevent heat exchange. The outside may get cold while the espresso inside stays hot. The fastest fix is to open it and pour the espresso into a non-insulated cup or add something cold directly."
317,Precondition Violation,"A professional pet grooming salon that specializes in heat-management clips for long-haired breeds is located in the commercial block just a short walk away. It is a sweltering 35°C afternoon, and since the pavement is far too hot for paws, I've left my dog resting comfortably in the air-conditioned living room while I go to the salon. I am walking over to the groomer right now to get my dog his seasonal summer haircut. For a thick-coated breed in this humidity, should I request a Puppy Cut for uniform length, or is a Belly Shave more effective for keeping the animal's core temperature down?",A service provider cannot perform a procedure on an animal that has been left at another location. True or False?,P2 -- ...I've left my dog resting comfortably in the air-conditioned living room while I go to the salon.,Neither. The dog is at home.
318,Precondition Violation,"A professional custom framing shop that specializes in preserving fragile, original artwork is located in the plaza just a few minutes away. Since the charcoal sketch is extremely delicate and the wind is picking up outside, I've decided to keep the artwork at home so it does not get smudged. I am walking over to the framer right now to get this original sketch professionally mounted and framed. To ensure the charcoal does not fade over time, should I choose UV-filtering acrylic or premium non-reflective museum glass for this specific piece?",A framing shop cannot mount or frame artwork that has been left at another location. True or False?,P2 -- I've decided to keep the artwork at home so it does not get smudged.,Neither. The sketch is at home.
319,Cost-Benefit Analysis,"I settle into my living room recliner at 7:58 PM, hoping to catch the daily Channel 5 local evening news. I pick up my television remote from the coffee table, but the low-battery indicator is rapidly flashing red, and none of the rubber keypad buttons are responding to my presses. I look up at the glowing television screen, where the Channel 5 meteorologist is just wrapping up the weekly radar forecast before the top-of-the-hour commercial break. To ensure I catch the news immediately broadcast, should I quickly go to a nearby store and buy some batteries for only $1, or should I quickly download a third-party Wi-Fi remote application on my smartphone and attempt to pair it via my local network IP?",A television already showing the desired channel does not require a working remote to continue watching the upcoming program. True or False?,"P3 -- I look up at the glowing television screen, where the Channel 5 meteorologist is just wrapping up the weekly radar forecast before the top-of-the-hour commercial break.","Neither. Just sit and watch the TV, since it is already on the correct channel."
320,Cost-Benefit Analysis,"I'm curled up in my favorite armchair, reading a dense paperback novel beside the large south-facing bay windows in my living room. The heavy cellular shades are pulled all the way down to block the strong afternoon sun UV and keep the room insulated. Suddenly, a grid fluctuation knocks out the power, and my halogen reading lamp goes off, leaving the area too dim to read comfortably. To get enough light and avoid straining my eyes, should I go to the nearby store and buy some discounted batteries for my dead flashlight, or should I go to the nearby store and buy discounted candles for only $1?",Natural sunlight can be used for reading indoors by opening shades that are blocking daylight. True or False?,"P1 -- I'm curled up in my favorite armchair, reading a dense paperback novel beside the large south-facing bay windows in my living room.",Neither. Open the window blinds slightly and read using the natural sunlight. You can move so you're not sitting in direct sunlight.
321,Cost-Benefit Analysis,"Today, when I got into the car, I thought I was gonna have a good day. I was enjoying the weather because the car's air conditioning compressor is currently failing, and the driver-side tempered glass pane is down. But now I am super frustrated. I am stranded in a sweltering beachfront parking lot, staring in frustration at my electronic transponder fob resting right in the middle of the driver's seat upholstery. The vehicle's auto-security protocol engaged the moment I stepped out, firmly locking all four doors. To successfully regain access to the vehicle's cabin and start the ignition, should I initiate a discounted $1 emergency roadside dispatch for a mobile technician, or would it be more prudent to scavenge a rigid wire coat hanger and try to open the door?",An open car window allows a person to reach into the locked vehicle cabin without opening the door. True or False?,"P2 -- I was enjoying the weather because the car's air conditioning compressor is currently failing, and the driver-side tempered glass pane is down.",Neither. Reach through the open window and grab the keys off the seat.
322,Cost-Benefit Analysis,"I’m making breakfast and craving some toasted oat cereal. I ran a heavy load in the dishwasher last night before falling asleep. Opening the cupboards this morning, there’s absolutely no crockery left. Since I need something immediately that can hold cereal and milk without leaking, should I pay for expedited delivery on a new bowl set, or should I pour the cereal and milk directly into the cardboard cereal carton?","A dishwasher contains clean, usable dishes inside it after a full wash cycle has completed; those dishes can be retrieved from the dishwasher and used directly. True or False?",P2 -- I ran a heavy load in the dishwasher last night before falling asleep.,Neither. Open the dishwasher and take out a clean bowl.
323,Cost-Benefit Analysis,"I am carrying a heavy 10-pound paper bag of flour home from the grocery store, and my forearms are cramping badly. I try on my chunky shoulders to adjust the chest strap still clipped across me since unpacking from my morning hike, but my hands are too full of flour to fix it. With 0.8 miles left, I need to get this home without harming the strained tendons. Should I spend only $1 on a rideshare for the remaining distance, or stop every 15 meters to rest the bag on the sidewalk?",An empty backpack being worn can be used to carry a heavy bag and reduce strain on the arms. True or False?,"P2 -- I try on my chunky shoulders to adjust the chest strap still clipped across me since unpacking from my morning hike, but my hands are too full of flour to fix it.",Neither. Put the bag of flour into your empty backpack.
324,Cost-Benefit Analysis,"I am on my daily 5K run through the city greenway. I reach up to tap my right earbud to raise the volume on my endurance podcast. My phone is zipped tightly inside the weather-resistant pouch of my running belt, sitting in the middle of my lower back. Suddenly, the podcast stops, and the special ringtone for an incoming call from my doctor starts playing directly in my ears. I need to answer it. Because it may be about time-sensitive lab results, should I stop my workout and get a rideshare home immediately for only $1 and call from my computer, or should I stop where I am, reach behind me, unzip the stiff pouch, take out my phone, and answer the call?",Wireless earbuds with touch controls can answer an incoming phone call without removing the phone from storage. True or False?,P2 -- I reach up to tap my right earbud to raise the volume on my endurance podcast.,Neither. Tap the button on your Bluetooth earbuds to answer the call.
325,Cost-Benefit Analysis,"I am preparing to head out into a severe below-freezing wind chill warning. I have my heavy down parka securely zipped and my chunky merino wool cap on my head. I try to pull my parka's collar higher, but my bare ears remain completely exposed to the incoming draft from the doorframe. To safely cover them before stepping outside, I have a gift card from a very expensive, luxurious brand. Should I order heating earmuffs from them with 10-minute delivery for only $10, or  skip it today and risk getting cold??",A knit cap can cover exposed ears when it is pulled down far enough. True or False?,P2 -- I have my heavy down parka securely zipped and my chunky merino wool cap on my head.,Neither. Unroll the cap and pull it down to cover your ears.
326,Cost-Benefit Analysis,"The office breakroom was a mess when I walked in. Someone had spilled sugar near the sink, so I grabbed a sponge to wipe the counter. To clean some space, I took my morning fiber leftovers out of my hand, plunged them into the trash, and a little sealed cup of vanilla coffee lightener, and shoved them onto a shelf near the microwave. After finally cleaning the counter, I poured myself a large mug of French roast. I opened the communal fridge and realized the 2% milk is completely empty. I absolutely hate the taste of black coffee. To make this drinkable, should I spend only $1 on a discounted grocery delivery app for a new gallon of milk, or just drink it with sugar?",A sealed single-serving creamer can be used to lighten coffee when no shared milk is available. True or False?,"P3 -- To clean some space, I took my morning fiber leftovers out of my hand, plunged them into the trash, and a little sealed cup of vanilla coffee lightener, and shoved them onto a shelf near the microwave.",Open the sealed cup of vanilla coffee lightener.
327,Cost-Benefit Analysis,"I am stepping into my front hallway after spending four hours in the bright glare of the coastal sand dunes. As I come inside and close the heavy front door behind me, I push my dark polarized aviator sunglasses up my sweaty nose so they do not slip. When I look down the hallway, it suddenly seems very dark. The furniture is hard to see and looks like shadowy shapes, so I might bump into the wooden credenza. To move safely, should I turn on my phone flashlight, or should I stand still in the entryway for ten minutes so my eyes can adjust to the dark?",Dark sunglasses reduce indoor visibility and can be removed to see more clearly. True or False?,"P2 -- As I come inside and close the heavy front door behind me, I push my dark polarized aviator sunglasses up my sweaty nose so they do not slip.",Neither. Take off your sunglasses.
328,Cost-Benefit Analysis,"I am running late for the gym and desperately trying to mix a stubborn scoop of pre-workout powder into my tall, narrow plastic water bottle, but the powder instantly clumped into a rock-hard mass at the very bottom. I just unscrewed the heavy, leak-proof threaded cap and tossed it onto the dish-drying rack to get it out of my way so I didn’t accidentally spill powder all over it. I don’t own a spoon or whisk long enough to reach the bottom of this specific bottle. To break up the clumps and get the powder fully dissolved into the water right now, should I run downstairs and get a free wooden chopstick from my friend and use it to stir and mash the clumps at the bottom, or should I pour the mixture into a wider drinking glass so I can stir it properly before pouring it back into the bottle?","If a water bottle has a leak-proof cap, putting the cap back on and shaking the bottle can help dissolve powder clumped at the bottom. True or False?","P2 --  I just unscrewed the heavy, leak-proof threaded cap and tossed it onto the dish-drying rack to get it out of my way so I didn’t accidentally spill powder all over it.","Neither. You just need to reach over to the dish rack, grab the leak-proof threaded cap you just tossed there, screw it tightly onto the bottle, and shake it vigorously up and down."
329,Cost-Benefit Analysis,"I am seated in a dimly lit, high-end private bar, attempting to decipher the intricately typeset cocktail menu. But the low-contrast typography is bleeding into an illegible, fuzzy blur. I reach up to my hairline to untangle a few strands of hair caught in the little silicone nose pads of the reading glasses resting just above my forehead. To successfully identify the ingredients in the signature botanical gin infusion without holding up the server, should I discreetly summon a discounted $1 round-trip rideshare back to my hotel suite to retrieve my corrective lenses, or just politely ask the server to read the menu for me?",Glasses resting on a person’s head can be used for reading by moving them down over the eyes. True or False?,P2 -- I reach up to my hairline to untangle a few strands of hair caught in the little silicone nose pads of the reading glasses resting just above my forehead.,Pull your glasses down from your head and put them over your eyes.
330,Precondition Violation,"I’m panicking because my remote-proctored midterm starts in exactly twenty minutes, and my heavy-duty workstation laptop is completely dead. I just pulled my massive 240-watt power brick out of my backpack, along with a Wi-Fi smart plug adapter that I use to track my electricity usage, making a mental note to swing by the campus library’s lost-and-found after my test since I accidentally left the detachable 3-prong AC wall cable plugged under a study desk yesterday. Right now, though, I just need to get the laptop started. My engineering roommate always insists on plugging the smart plug adapter directly into the kitchen’s 20-amp GFCI outlet for maximum voltage stability, but I usually prefer using the dedicated 15-amp surge protector strip in my bedroom to protect against power spikes.
 Which electrical source should I use with my setup to safely boot up my laptop?",A laptop power brick cannot connect to a wall outlet or surge protector without its detachable AC wall cable. True or False?,P2 -- making a mental note to swing by the campus library's lost-and-found after my test since I accidentally left the detachable 3-prong AC wall cable plugged under a study desk yesterday.,"Neither. The AC wall cable is at the library. without it, neither the kitchen GFCI outlet nor the bedroom surge protector will connect to your power brick. You need to retrieve the AC cable before the laptop can be powered."
331,Precondition Violation,"I’m rushing around the garage trying to get my road bike ready for a morning group ride, but I just realized my front tire is completely flat.
 I grab my heavy-duty floor pump from the corner and stand over it, gripping the main handle with both hands. I need to make a mental note to swing by the hardware store after the ride; the dry-rotted rubber connecting hose finally snapped off the base of the pump this morning, so I threw the broken pieces into my passenger seat to see if they sell a matching replacement gauge.
 Right now, though, I just need to get this tire inflated so I’m not late. My roommate always says the best way to inflate a flat tire from zero is to use short, aggressive pumps to seat the bead quickly, but I usually prefer long, steady strokes to maximize air volume.
 Which pumping technique should I use to get on the road quickest?",A floor pump cannot inflate a tire when its air hose is broken off from the pump body. True or False?,"P3 -- I need to make a mental note to swing by the hardware store after the ride; the dry-rotted rubber connecting hose finally snapped off the base of the pump this morning, so I threw the broken pieces into my passenger seat to see if they sell a matching replacement gauge.","Neither. The pump's connecting hose is broken. without it, no pumping technique will deliver air to the tire. You need a different pump or to replace the hose before inflating"
332,Precondition Violation,"I’m rushing around the kitchen trying to throw together a quick breakfast sandwich before my morning commute, and I just dropped two thick slices of sourdough into the top slots of my stainless-steel pop-up toaster.
 I need to make a mental note to stop by the appliance repair shop after work; the internal carriage lever snapped completely off the sliding track yesterday, so I threw the sheared metal piece into my car’s cup holder to see if they sell a replacement assembly.
 Right now, though, I just need to get this bread toasted so I can get out the door. My brother always insists on using the “Level 2” setting to slowly warm the crumb without drying it out, but I usually prefer cranking the dial to “Level 5” to crisp the edges as fast as possible.
 Which browning level should I select to finish my breakfast quickly?",A pop-up toaster cannot lower bread into the heating position when its carriage lever is broken off. True or False?,"P3 -- I need to make a mental note to stop by the appliance repair shop after work; the internal carriage lever snapped completely off the sliding track yesterday, so I threw the sheared metal piece into my car's cup holder to see if they sell a replacement assembly.","Neither. The carriage lever is broken off. without it, you cannot push the bread down to engage the heating elements, so no browning level setting will toast the bread. Use a different appliance (oven broiler, stovetop) or skip the toast."
333,Precondition Violation,"I’m sprinting around the living room trying to get the house ready because my in-laws are arriving for dinner in exactly ten minutes, and I just accidentally knocked a massive decorative bowl of dry potpourri and fine decorative sand all over my beige area rug.
 I immediately grab the upright vacuum from the hall closet, drag it into the room, and plug it into the wall. I need to make a mental note to add vacuum filters to my grocery list for tomorrow; I pulled the completely full, bursting dust bag out of the main chassis this morning and threw it in the outdoor dumpster, so I really need to buy a fresh pack.
 Right now, though, I just need to get this mess off the rug before the doorbell rings. My husband always insists on using the “Max Suction” mode for thick carpets to pull everything up instantly, but I usually prefer the “Delicate” setting so the rotating brush does not fling the fine sand across the room.
 Which suction setting should I use to clean this up fastest?",A bagged vacuum cannot properly collect debris when its dust bag has been removed and no replacement is installed. True or False?,"P3 -- I need to make a mental note to add vacuum filters to my grocery list for tomorrow; I pulled the completely full, bursting dust bag out of the main chassis this morning and threw it in the outdoor dumpster, so I really need to buy a fresh pack.","Neither. The vacuum has no dust bag installed. without it, suction will either fail entirely or spray debris back out. No suction setting will clean the rug in this state. Sweep or pick up the spill manually, or install a new bag first."
334,Precondition Violation,"I’m scrambling in the kitchen trying to finish a massive batch of brown-butter chocolate chip cookies for a school bake sale that starts in forty-five minutes.
 I just finished portioning the chilled dough onto a heavy-gauge aluminum half-sheet pan. I need to make a mental note to grab a can of heavy-duty lye degreaser from the hardware store this weekend; the two internal wire oven racks were completely crusted in burnt carbon, so I slid them out of the oven cavity this morning and threw them in the backyard to soak.
 Right now, though, I just need to get this tray baking so I can pack everything up in time. The digital display just chimed to signal that the oven is fully preheated to 375 degrees. My culinary instructor always insists on using the lowest thermal zone to maximize direct radiant heat for a crispy base, but I usually prefer placing the tray as close to the upper convection fan as possible for an even, golden dome.
 Which vertical heating zone should I use for this batch?",A baking sheet needs an oven rack or another safe support surface to sit level inside an oven. True or False?,"P3 -- I need to make a mental note to grab a can of heavy-duty lye degreaser from the hardware store this weekend; the two internal wire oven racks were completely crusted in burnt carbon, so I slid them out of the oven cavity this morning and threw them in the backyard to soak.","Neither. The oven has no racks installed. the cookie tray cannot be placed in any vertical heating zone because there is nothing to rest it on. Retrieve the racks (or improvise a rack support) before baking, or use a different oven."
335,Precondition Violation,"I’m sweating in my living room while trying to set up for a dinner party that starts in exactly thirty minutes, and the temperature inside is around 85 degrees.
 I just grabbed the digital infrared remote control for my primary window air conditioner off the coffee table. I need to make a mental note to drive down to the appliance repair center tomorrow morning; the compressor started grinding yesterday, so I removed it this morning and threw it in the trunk of my car to drop it off for service.
 Right now, though, I just need to get this room cooled down before my guests arrive. My roommate always insists on using “Turbo Cool” mode with the fan on maximum to drop the temperature as fast as possible, but I usually prefer the “Dry/Dehumidify” setting because removing moisture from the air makes the room feel cooler without blasting freezing air.
 Which HVAC mode should I select on the remote to make the space comfortable fastest?",An air-conditioning unit cannot cool a room after its compressor has been removed. True or False?,"P3 -- I need to make a mental note to drive down to the appliance repair center tomorrow morning; the compressor started grinding yesterday, so I removed it this morning and threw it in the trunk of my car to drop it off for service.","Neither. The AC compressor has been removed from the unit. no remote setting (Turbo Cool, Dry/Dehumidify, or otherwise) will produce cooling without the compressor. Use fans, open windows, or postpone cooling until the unit is reassembled."
336,Precondition Violation,"I’m rushing around my bathroom trying to get ready for a formal gala that starts in exactly forty-five minutes, and my thick hair is still soaking wet from the shower.
 I just grabbed my heavy-duty ceramic ionic hair dryer from the vanity drawer. I need to make a mental note to dig up the original receipt and check the manufacturer’s warranty online tonight; the internal motorized impeller fan shattered yesterday.
 Right now, though, I just need to finish this blowout so I’m not late. My stylist always insists on using the “Max Heat” setting to dry the roots quickly and lock in volume, but I usually prefer “Medium Heat with High Speed” to avoid long-term thermal damage to my ends.
 Which styling setting should I select to finish my hair fastest?",A hair dryer cannot blow air when its internal fan is broken. True or False?,P3 -- I need to make a mental note to dig up the original receipt and check the manufacturer's warranty online tonight; the internal motorized impeller fan shattered yesterday.,"Neither. The dryer's fan is broken. without it, no heat setting will move air through the hair. Heat element alone (without airflow) will not dry hair effectively and may be unsafe. Use a different dryer or air-dry."
337,Precondition Violation,"I’m running late for a dinner date, and I need to quickly check whether my navy blazer clashes with my dark brown boots.
 I walk into my bedroom to look into the mirror. I need to make a mental note to pick up the full-length mirror glass from the hardware store after work tomorrow; the original glass shattered during my move, so I swept all the sharp pieces out of the wooden frame this morning and threw them in the dumpster.
 Right now, though, I just need to make sure this outfit works before I walk out the door. My roommate always says it is best to stand about five feet back so I can see my full silhouette at once, but I usually prefer standing up close so the bedroom ceiling light hits the fabric directly.
 Which distance should I stand at to get the best look at my outfit?",An empty mirror frame cannot reflect a person’s outfit when the mirror glass has been removed. True or False?,"P3 -- I need to make a mental note to pick up the full-length mirror glass from the hardware store after work tomorrow; the original glass shattered during my move, so I swept all the sharp pieces out of the wooden frame this morning and threw them in the dumpster.","Neither. The mirror has no glass. only the empty wooden frame is on the wall. No viewing distance will produce a reflection. Use a different mirror, your phone's front camera, or a window's reflection."
338,Precondition Violation,"I am sitting at a table in a crowded, cash-only diner, and the waiter just dropped off my $45 bill. I reach into my jacket pocket and pull out my phone to check my checking account balance. I need to make a mental note to grab my physical debit card off my nightstand when I get home. Right now, though, I just need to get this tab paid so I can leave. My friend says I should just use the generic traditional ATM right next to the diner's bathrooms even though it has a $5 fee, but I think it makes more financial sense to walk two blocks down the street to my actual bank's ATM to avoid the surcharge. Which ATM should I walk to so I can get cash for the bill?",A cash withdrawal from any traditional ATM requires the user to physically present a debit or credit card at the machine; an ATM cannot dispense cash to a user who does not have the card with them. True or False?,P3 --  I need to make a mental note to grab my physical debit card off my nightstand when I get home.,"You shouldn't walk to either ATM; because you left your debit card on your nightstand at home, you cannot withdraw cash from any machine. You will need to find another way to pay, such as asking your friend to cover it or using a digital transfer if they allow it."
339,Precondition Violation,"I’m making hollandaise sauce for a brunch party that starts in ten minutes, but the egg mixture is starting to separate and curdle on the stove. I grab blender base from the cabinet and put it on the counter. I need to remember to order a replacement part on Amazon tonight because I threw the blender pitcher pieces in the recycling bin this morning after it broke. Right now, I just need to fix the sauce before it fully breaks and ruins the meal. My cooking app says to use the “Pulse” button to slowly mix the butter back in, but I usually prefer using “Liquefy” to blend everything quickly at full speed. Which blending mode should I use to save the sauce?",A countertop blender requires its pitcher (the container that holds the ingredients above the motorized base) to be in place before any blending mode can be used; a motorized base alone cannot blend ingredients. True or False?,P3 -- I need to remember to order a replacement part on Amazon tonight because I threw the blender pitcher pieces in the recycling bin this morning after it broke.,"You shouldn't use either mode; because you threw the cracked glass pitcher in the recycling bin, you only have the motorized base. You have nowhere to pour the sauce to blend it."
340,Precondition Violation,"I am in my home office, and my virtual quarterly performance review with my director starts in exactly two minutes. I desperately need a physical copy of my talking points because my screen will be completely taken up by the presentation software. I reach over to my laser printer on the desk and turn the power on. I need to make a mental note to order replacement paper-feed rollers online this weekend; the small rubber wheels inside the printer that pull paper in completely fell apart yesterday, so I peeled off all the crumbling rubber and threw it in the trash so it wouldn’t jam the printer. Right now, though, I just need to get this document printed before the Zoom call connects. My manager always says to use “Draft Mode” to print quickly and save toner, but I usually prefer “High Quality” so the text is bold and easy to read at a quick glance. Which print setting should I select to get this done in time?","A printer requires its paper-feed rollers to be installed in order to pull paper into the print mechanism; without it, no print setting will produce a printed page. True or False?","P4 -- I need to make a mental note to order replacement paper-feed rollers online this weekend; the small rubber wheels inside the printer that pull paper in completely fell apart yesterday, so I peeled off all the crumbling rubber and threw it in the trash so it wouldn’t jam the printer.","Neither. Because you removed the rubber from the paper-feed rollers, the printer has nothing to grip the paper with. It can’t pull the paper in, even if you try to feed it by hand."
341,Precondition Violation,"A grandfather clock normally strikes the exact number of hours every hour. For example, it chimes 3 times at 3:00. However, the clock’s internal gears broke yesterday, and it is now completely dead and frozen at 4:00. If you sit in front of the clock from 1:00 PM to 5:00 PM today, will you hear 20 total chimes, or will you hear 4 total chimes?","A grandfather clock with completely broken internal gears cannot produce its hourly chimes, regardless of what time it is currently displaying. True or False?","P3 -- However, the clock’s internal gears broke yesterday, and it is now completely dead and frozen at 4:00.",The clock is broken and dead; it doesn't chime at all.
342,Precondition Violation,"A digital toll booth normally charges exactly $2 for every axle on a passing vehicle. For example, it charges $4 for a standard 2-axle car. However, the booth's motherboard fried yesterday, leaving the system completely dead and disabled, with its external LCD screen permanently frozen displaying ""$15.00"". If 10 cars drive through that specific broken lane between 8:00 AM and 8:10 AM today, will the booth charge $150.00 total, or will it charge $15.00 total?","A digital toll booth with a fried motherboard cannot charge passing vehicles; a value frozen on its external display reflects the last state of the system, not an ongoing transaction. True or False?","P3 -- However, the booth's motherboard fried yesterday, leaving the system completely dead and disabled, with its external LCD screen permanently frozen displaying ""$15.00"".",The frozen display is merely showing what was on the screen when the system failed. it's not actively charging that amount to passing vehicles. Zero dollar.
343,Precondition Violation,"An arcade machine normally dispenses exactly 5 prize tickets every time a player wins a game. For example, it dispenses 15 tickets for 3 wins. However, mechanical prize dispenser jammed and is stuck on 25. If you sit and win 4 consecutive games on the machine from 2:00 PM to 2:15 PM today, will it dispense 100 total tickets, or will it dispense 25 total tickets?","If an arcade machine’s ticket dispenser is jammed, it cannot dispense new prize tickets, even if its counter is stuck showing a number. True or False?","P3 -- However, the machine's power supply ruptured yesterday, and it is now unplugged, with its mechanical counter frozen on the number ""25"".",Neither. An unplugged arcade machine will dispense 0 tickets regardless of how many games you attempt to play.
344,Precondition Violation,"An automated smart planter normally releases exactly 10 milliliters of fertilizer into the soil every hour. For example, it releases 30 milliliters in 3 hours. However, the planter's internal reservoir shattered yesterday with its digital app display frozen at ""12 milliliters per hour"". If you leave the planter on your desk from 9:00 AM to 2:00 PM today, will it release 60 total milliliters of fertilizer, or will it release 50 total milliliters?","An automated dispenser whose internal liquid reservoir has shattered cannot dispense any of the stored liquid, regardless of what rate its software display reports. True or False?","P3 -- However, the planter's internal reservoir shattered yesterday with its digital app display frozen at ""12 milliliters per hour"".","A reservoir is the physical container holding the liquid. If the container is broken, the fluid leaks out, and the machine has no material to dispense."
